queens_condominium_property_total_units	comparable_rental_2_address/latitude	comparable_rental_2_address/human_address/address	comparable_rental_2_address/human_address/city	comparable_rental_2_address/human_address/state	comparable_rental_2_address/longitude	comparable_rental_1_neighborhood	queens_condominium_property_full_market_value	queens_condominium_property_building_classification	comparable_rental_2_gross_sqft	comparable_rental_2_building_classification	comparable_rental_2_gross_income_per_sqft	comparable_rental_1_full_market_value	comparable_rental_2_boro_block_lot	comparable_rental_1_dist_from_coop_in_miles	comparable_rental_1_gross_income_per_sqft	queens_condominium_property_gross_income_per_sqft	comparable_rental_1_building_classification	queens_condominium_property_neighborhood	comparable_rental_1_address/latitude	comparable_rental_1_address/human_address/address	comparable_rental_1_address/human_address/city	comparable_rental_1_address/human_address/state	comparable_rental_1_address/longitude	comparable_rental_2_neighborhood	queens_condominium_property_condo_section	queens_condominium_property_boro_block_lot	queens_condominium_property_year_built	comparable_rental_2_dist_from_coop_in_miles	comparable_rental_2_est_gross_income	comparable_rental_1_total_units	comparable_rental_1_market_value_per_sqft	comparable_rental_2_total_units	comparable_rental_2_full_market_value	queens_condominium_property_address/latitude	queens_condominium_property_address/human_address/address	queens_condominium_property_address/human_address/city	queens_condominium_property_address/human_address/state	queens_condominium_property_address/longitude	comparable_rental_2_year_built	queens_condominium_property_est_gross_income	queens_condominium_property_gross_sqft	comparable_rental_1_est_gross_income	queens_condominium_property_market_value_per_sqft	_comparable_rental_1_boro_block_lot	comparable_rental_1_gross_sqft	comparable_rental_2_market_value_per_sqft	comparable_rental_1_year_built
68	40.749436300045204	36 19 167 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	5800000	R4-ELEVATOR	70569	D1-ELEVATOR	10.89	2480000	4-05294-0013	0.65	9.98	16	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	147 25 SANFORD AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	246-R1	4-05134-7502	1989	1.55	768173	90	33.7	65	2710000	40.749436300045204	136 17 MAPLE AVENUE	Queens	New York	-73.79729979984586	1938	1427200	89200	735017	65	4-05053-0011	73649	38.4	1963
48	40.749436300045204	144 10 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	4739996	R4-ELEVATOR	65292	D7-ELEVATOR	19.6	2930000	4-05025-0008	0.8	15.14	18.59	D6-ELEVATOR	FLUSHING-NORTH	40.749436300045204	145 16 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	114-R1	4-05135-7501	1986	0.55	1279900	42	62	84	5720000	40.749436300045204	136 24 MAPLE COURT	Queens	New York	-73.79729979984586	1973	1165964	62720	719254	76	4-04995-0034	47516	88	1989
227	40.749436300045204	138 52 ELDER AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	13799999	R4-ELEVATOR	121091	D7-ELEVATOR	21.45	9350000	4-05145-0049	0.85	14.88	15	D3-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 16 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	121-R1	4-05137-7501	1986	0.15	2597779	151	59	175	9770000	40.749436300045204	138 35 ELDER AVENUE	Queens	New York	-73.79729979984586	1988	3482175	232145	2357868	59	4-04994-0017	158456	81	1985
89	40.749436300045204	36 19 167 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	3649994	R4-ELEVATOR	70569	D1-ELEVATOR	10.89	2480000	4-05294-0013	0.65	9.98	12.85	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	147 25 SANFORD AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	273-R1	4-05137-7502	1961	1.5	768173	90	33.7	65	2710000	40.749436300045204	137 10 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	1938	970367	75515	735017	48.3	4-05053-0011	73649	38.4	1963
72	40.749436300045204	36 19 167 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	5680012	R4-ELEVATOR	70569	D1-ELEVATOR	10.89	2480000	4-05294-0013	0.65	9.98	18.1	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	147 25 SANFORD AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	390-R1	4-05137-7503	1997	1.5	768173	90	33.7	65	2710000	40.749436300045204	42 31 COLDEN STREET	Queens	New York	-73.79729979984586	1938	1395817	77117	735017	74	4-05053-0011	73649	38.4	1963
32	40.749436300045204	142 09 BARCLAY AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1819996	R4-ELEVATOR	38657	D1-ELEVATOR	13.27	1870000	4-05046-0045	0.2	13.33	13.35	D7-ELEVATOR	FLUSHING-NORTH	40.749436300045204	142 12 41 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	323-R1	4-05180-7502	1990	0.2	513155	45	50	42	1930000	40.749436300045204	42 22 UNION STREET	Queens	New York	-73.79729979984586	1970	485086	36336	497328	50	4-05046-0006	37298	49.9	1968
56	40.749436300045204	36 19 167 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	2420000	R9-CONDOPS	70569	D1-ELEVATOR	10.89	2480000	4-05294-0013	0.5	9.98	12.17	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	147 25 SANFORD AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	240-R1	4-05186-7501	1938	1.3	768173	90	33.7	65	2710000	40.749436300045204	43 55 KISSENA BOULEVARD	Queens	New York	-73.79729979984586	1938	645010	53000	735017	45.7	4-05053-0011	73649	38.4	1963
12	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	ASTORIA	982003	R4-ELEVATOR	53860	D1-ELEVATOR	17.2	2310000	4-05182-0009	5.4	19.9	19	D7-ELEVATOR	FLUSHING-NORTH	40.749436300045204	27 10 ASTORIA BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	510-R1	4-05192-7501	2005	0.2	926507	27	89	54	3770000	40.749436300045204	140 14 CHERRY AVENUE	Queens	New York	-73.79729979984586	1999	241528	12712	515860	77	4-00573-0046	25920	70	2004
23	40.749436300045204	36 19 167 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1030000	R4-ELEVATOR	70569	D1-ELEVATOR	10.89	2480000	4-05294-0013	0.5	9.98	15.52	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	147 25 SANFORD AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	403-R1	4-05193-7501	1999	1.3	768173	90	33.7	65	2710000	40.749436300045204	43 73 UNION STREET	Queens	New York	-73.79729979984586	1938	254264	16383	735017	63	4-05053-0011	73649	38.4	1963
24						FLUSHING-NORTH	4120010	R4-ELEVATOR				1510000		0.6	17.21	16.13	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	132 24 MAPLE AVENUE	Queens	New York	-73.79729979984586		501-R1	4-05193-7502	2005			32	70			40.749436300045204	43 21 UNION STREET	Queens	New York	-73.79729979984586		1012964	62800	370650	66	4-05102-0015	21533		1926
70	40.749436300045204	137 02 NORTHERN BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	2949998	R4-ELEVATOR	67324	D1-ELEVATOR	18.44	5460000	4-04977-0021	1.35	23.26	14	D6-ELEVATOR	FLUSHING-NORTH	40.749436300045204	136 14 NORTHERN BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	481-R1	4-05281-7501	1929	1.35	1241455	63	104	71	5050000	40.749436300045204	35 91 161 STREET	Queens	New York	-73.79729979984586	2000	744450	53175	1220725	55	4-04977-0017	52477	75	2000
78	40.749436300045204	143 18 38 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	4279987	R4-ELEVATOR	80241	D1-ELEVATOR	16.52	4000000	4-05022-0018	1.1	13.37	13.4	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	144 90 41 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	199-R1	4-05294-7501	1937	1.3	1325330	101	50	109	5390000	40.749436300045204	36 20 168 STREET	Queens	New York	-73.79729979984586	1971	1139000	85000	1064316	50	4-05050-0039	79602	67	1972
24	40.749436300045204	41 39 PARSONS BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	968992	R2-WALK-UP	11140	C1-WALK-UP	15.11	541000	4-05051-0007	1.45	13.6	14.09	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	144 22 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	54-R1	4-05301-7501	1981	1.25	168370	14	54	16	667000	40.749436300045204	170 20 CROCHERON AVENUE	Queens	New York	-73.79729979984586	1977	244320	17340	136440	56	4-04995-0024	10032	60	1976
15	40.749436300045204	43 11 159 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	820000	R4-ELEVATOR	15300	C1-WALK-UP	11.43	932000	4-05417-0029	0.1	13.65	13.7	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	35 09 191 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	171-R1	4-05315-7501	1986	1	174953	16	54	16	617000	40.749436300045204	36 21 193 STREET	Queens	New York	-73.79729979984586	1927	206815	15096	235000	54	4-05306-0018	17213	40.3	1928
20	40.749436300045204	144 40 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1080004	R2-WALK-UP	21426	C1-WALK-UP	15	597000	4-05025-0025	0.75	14.34	14	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	35 14 149 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	371-R1	4-05333-7501	1991	0.75	321400	14	57	23	1270000	40.749436300045204	160 21 SANFORD AVENUE	Queens	New York	-73.79729979984586	1976	272440	19460	150583	55	4-05005-0042	10500	59	1996
16						FLUSHING-NORTH	721001	R4-ELEVATOR				3190000		1.25	17.86	14	D6-ELEVATOR	FLUSHING-NORTH	40.749436300045204	132 54 POPLE AVENUE	Queens	New York	-73.79729979984586		191-R1	4-05387-7501	1987			33	73			40.749436300045204	42 58 157 STREET	Queens	New York	-73.79729979984586		182000	13000	785128	55	4-05104-0027	43957		1990
20						JACKSON HEIGHTS	1169998	R2-WALK-UP				1190000		4.5	17.02	16	D3-ELEVATOR	FLUSHING-NORTH	40.749436300045204	34 27 74 STREET	Queens	New York	-73.79729979984586		146-R1	4-05390-7501	1962			26	69			40.749436300045204	42 49 159 STREET	Queens	New York	-73.79729979984586		288160	18010	293756	65	4-01261-0058	17256		1962
17						FLUSHING-NORTH	896001	R4-ELEVATOR				3190000		1.25	17.86	14	D6-ELEVATOR	FLUSHING-NORTH	40.749436300045204	132 54 POPLE AVENUE	Queens	New York	-73.79729979984586		195-R1	4-05415-7501	1987			33	73			40.749436300045204	43 04 158 STREET	Queens	New York	-73.79729979984586		226030	16145	785128	55	4-05104-0027	43957		1990
26	40.749436300045204	36 40 169 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1690007	R2-WALK-UP	12098	C1-WALK-UP	8.85	500000	4-05295-0019	1.7	17.74	17.74	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	41 45 149 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	49-R1	4-05598-7501	1982	1.4	107060	11	72	16	353000	40.749436300045204	175 10 56 AVENUE	Queens	New York	-73.79729979984586	1976	415116	23400	122960	72	4-05055-0016	6931	29.2	1982
52	40.749436300045204	156 01 NORTH CONDUIT AVEN	Queens	New York	-73.79729979984586	HOLLIS	3310037	R2-WALK-UP	31365	C9-WALK-UP	15.87	1970000	4-12311-0050	2.5	17.39	17.4	C9-WALK-UP	FLUSHING-NORTH	40.749436300045204	195 24 JAMAICA AVENUE	Queens	New York	-73.79729979984586	SPRINGFIELD GARDENS	49-R2	4-05598-7501	1982	5.1	497780	65	71	46	2020000	40.749436300045204	175 32 56 AVENUE	Queens	New York	-73.79729979984586	1972	814320	46800	484400	71	4-10823-0031	27849	64	1963
54	40.749436300045204	156 01 NORTH CONDUIT AVEN	Queens	New York	-73.79729979984586	HOLLIS	3440002	R2-WALK-UP	31365	C9-WALK-UP	15.87	1970000	4-12311-0050	2.5	17.39	17.4	C9-WALK-UP	FLUSHING-NORTH	40.749436300045204	195 24 JAMAICA AVENUE	Queens	New York	-73.79729979984586	SPRINGFIELD GARDENS	49-R3	4-05598-7501	1982	5.1	497780	65	71	46	2020000	40.749436300045204	5603A UTOPIA PARKWAY	Queens	New York	-73.79729979984586	1972	845640	48600	484400	71	4-10823-0031	27849	64	1963
16	40.749436300045204	166 15 DEPOT ROAD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	607000	R2-WALK-UP	13549	C1-WALK-UP	10.61	509000	4-05293-0045	2.15	11.92	11.95	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	35 20 149 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	49-R4	4-05598-7501	1982	1.45	143700	16	42	16	486000	40.749436300045204	5627A 184 STREET	Queens	New York	-73.79729979984586	1975	172080	14400	144450	42.2	4-05005-0045	12120	35.9	1975
14	40.749436300045204	166 15 DEPOT ROAD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	531000	R2-WALK-UP	13549	C1-WALK-UP	10.61	509000	4-05293-0045	2.2	11.92	11.95	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	35 20 149 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	49-R5	4-05598-7501	1982	1.5	143700	16	42	16	486000	40.749436300045204	1830A 58 AVENUE	Queens	New York	-73.79729979984586	1975	150570	12600	144450	42.1	4-05005-0045	12120	35.9	1975
16						FLUSHING-NORTH	606992	R2-WALK-UP				509000		2.25	11.92	11.95	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	35 20 149 STREET	Queens	New York	-73.79729979984586		49-R6	4-05598-7501	1982			16	42			40.749436300045204	184 06 58 AVENUE	Queens	New York	-73.79729979984586		172080	14400	144450	42.2	4-05005-0045	12120		1975
543						BAYSIDE	37299978	R4-ELEVATOR				10700000		0.35	17.78	17.8	D3-ELEVATOR	BAYSIDE	40.749436300045204	16 66 BELL BOULEVARD	Queens	New York	-73.79729979984586		43-R1	4-05893-7501	1983			152	72			40.749436300045204	209 90 23 AVENUE	Queens	New York	-73.79729979984586		9174155	515402	2625686	72	4-05865-0118	147700		1973
100						BAYSIDE	6439995	R4-ELEVATOR				10700000		0.35	17.78	17.8	D3-ELEVATOR	BAYSIDE	40.749436300045204	16 66 BELL BOULEVARD	Queens	New York	-73.79729979984586		43-R2	4-05893-7501	0			152	72			40.749436300045204	209 90 23 AVENUE	Queens	New York	-73.79729979984586		1584467	89015	2625686	72	4-05865-0118	147700		1973
240	40.749436300045204	16 66 BELL BOULEVARD	Queens	New York	-73.79729979984586	BAYSIDE	15700006	R4-ELEVATOR	147700	D3-ELEVATOR	17.78	10300000	4-05865-0118	0.35	17.2	17.8	D3-ELEVATOR	BAYSIDE	40.749436300045204	16 70 BELL BOULEVARD	Queens	New York	-73.79729979984586	BAYSIDE	43-R3	4-05893-7501	1983	0.35	2625686	152	70	152	10700000	40.749436300045204	209 90 23 AVENUE	Queens	New York	-73.79729979984586	1973	3856583	216662	2539788	72	4-05865-0112	147700	72	1973
138	40.749436300045204	16 66 BELL BOULEVARD	Queens	New York	-73.79729979984586	BAYSIDE	9010009	R4-ELEVATOR	147700	D3-ELEVATOR	17.78	10300000	4-05865-0118	0.35	17.2	17.8	D3-ELEVATOR	BAYSIDE	40.749436300045204	16 70 BELL BOULEVARD	Queens	New York	-73.79729979984586	BAYSIDE	43-R5	4-05893-7501	1983	0.35	2625686	152	70	152	10700000	40.749436300045204	209 90 23 AVENUE	Queens	New York	-73.79729979984586	1973	2215939	124491	2539788	72	4-05865-0112	147700	72	1973
16	40.749436300045204	16 66 BELL BOULEVARD	Queens	New York	-73.79729979984586	BAYSIDE	1800000	R4-ELEVATOR	147700	D3-ELEVATOR	17.78	10300000	4-05865-0118	0.35	17.2	22.47	D3-ELEVATOR	BAYSIDE	40.749436300045204	16 70 BELL BOULEVARD	Queens	New York	-73.79729979984586	BAYSIDE	43-R7	4-05893-7501	1983	0.35	2625686	152	70	152	10700000	40.749436300045204	209 90 23 AVENUE	Queens	New York	-73.79729979984586	1973	403359	17949	2539788	100	4-05865-0112	147700	72	1973
47	40.749436300045204	198 40 32 AVENUE	Queens	New York	-73.79729979984586	BAYSIDE	2100001	R4-ELEVATOR	36000	C1-WALK-UP	12.63	1480000	4-06024-0017	1.2	11.67	16	C1-WALK-UP	BAYSIDE	40.749436300045204	198 39 JORDAN STREET	Queens	New York	-73.79729979984586	BAYSIDE	343-R1	4-06284-7501	0	1.15	454587	42	41.1	46	1710000	40.749436300045204	213 02 42 AVENUE	Queens	New York	-73.79729979984586	1931	515328	32208	420071	65	4-06021-0029	36000	47.5	1924
90	40.749436300045204	75 08 35 AVENUE	Queens	New York	-73.79729979984586	JACKSON HEIGHTS	2960026	R4-ELEVATOR	95000	D1-ELEVATOR	10.06	2970000	4-01275-0001	4.05	9.66	10.1	D1-ELEVATOR	FLUSHING-SOUTH	40.749436300045204	78 01 34 AVENUE	Queens	New York	-73.79729979984586	JACKSON HEIGHTS	109-R1	4-06542-7501	1963	4.1	955386	96	32.7	96	3230000	40.749436300045204	152 72 MELBOURNE AVENUE	Queens	New York	-73.79729979984586	1950	875185	86652	878328	34.2	4-01251-0030	90950	34	1950
318	40.749436300045204	73 12 35 AVENUE	Queens	New York	-73.79729979984586	BRIARWOOD	9360011	R2-WALK-UP	194450	D1-ELEVATOR	12.9	13700000	4-01273-0001	1.1	10.88	12.1	D1-ELEVATOR	FLUSHING-SOUTH	40.749436300045204	84 10 141 STREET	Queens	New York	-73.79729979984586	JACKSON HEIGHTS	148-R1	4-06548-7501	1950	3.7	2509015	291	38.3	195	9430000	40.749436300045204	135 JEWEL AVENUE	Queens	New York	-73.79729979984586	1940	2656288	219528	3893904	42.6	4-09719-0002	357885	48.5	1958
71	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	3760003	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	2	17.2	18.1	D1-ELEVATOR	FLUSHING-SOUTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	325-R1	4-06797-7503	1987	2.85	730080	54	70	27	3260000	40.749436300045204	158 13 72 AVENUE	Queens	New York	-73.79729979984586	1999	925362	51125	926507	74	4-05182-0009	53860	93	1999
27	40.749436300045204	202 02 42 AVENUE	Queens	New York	-73.79729979984586	BAYSIDE	1229997	R2-WALK-UP	20400	C9-WALK-UP	17.15	1370000	4-06260-0001	0.5	16.46	16.3	C9-WALK-UP	BAYSIDE	40.749436300045204	205 02 42 AVENUE	Queens	New York	-73.79729979984586	BAYSIDE	228-R1	4-07353-7501	1950	0.45	349815	27	67	27	1420000	40.749436300045204	201 02 ROCKY HILL ROAD	Queens	New York	-73.79729979984586	1948	303180	18600	335784	66	4-06266-0001	20400	70	1948
38	40.749436300045204	119 59 27 AVENUE	Queens	New York	-73.79729979984586	SPRINGFIELD GARDENS	1690001	R2-WALK-UP	21060	C1-WALK-UP	9.51	2020000	4-04291-0005	5.8	15.87	15.9	C9-WALK-UP	BAYSIDE	40.749436300045204	156 01 NORTH CONDUIT AVEN	Queens	New York	-73.79729979984586	COLLEGE POINT	228-R2	4-07353-7501	1950	3.95	200281	46	64	26	660000	40.749436300045204	202 02 ROCKY HILL ROAD	Queens	New York	-73.79729979984586	1965	416421	26190	497780	65	4-12311-0050	31365	31.3	1972
179	40.749436300045204	123 60 83 AVENUE	Queens	New York	-73.79729979984586	REGO PARK	15300020	R2-WALK-UP	196393	D6-ELEVATOR	20.69	9640000	4-09631-0241	5.9	13.68	17.7	D3-ELEVATOR	OAKLAND GARDENS	40.749436300045204	98 05 67 AVENUE	Queens	New York	-73.79729979984586	KEW GARDENS	60-R1	4-07674-7501	1960	4.75	4064173	181	54	217	18200000	40.749436300045204	67 27	Queens	New York	-73.79729979984586	1960	3761834	212533	2431751	72	4-03156-0133	177710	93	1960
63						REGO PARK	4040000	R9-CONDOPS				1900000		7.1	16.74	16.05	C1-WALK-UP	LITTLE NECK	40.749436300045204	95 11 64 ROAD	Queens	New York	-73.79729979984586		189-R1	4-08136-7502	1987			32	68			40.749436300045204	40 01 LITTLE NECK PARKWAY	Queens	New York	-73.79729979984586		992532	61840	467120	65	4-03083-0079	27907		1993
40	40.749436300045204	95 25 85 STREET	Queens	New York	-73.79729979984586	OZONE PARK	1519993	R2-WALK-UP	5610	C1-WALK-UP	14.38	613000	4-09021-0030	0.5	10.66	12.95	C1-WALK-UP	OZONE PARK	40.749436300045204	84 23 103 AVENUE	Queens	New York	-73.79729979984586	OZONE PARK	212-R1	4-09046-7501	1988	0.5	80672	18	36	11	320000	40.749436300045204	97 52 75 STREET	Queens	New York	-73.79729979984586	1981	405529	31315	181432	48.5	4-09086-0033	17021	57	2002
15	40.749436300045204	90 17 85 ROAD	Queens	New York	-73.79729979984586	WOODHAVEN	120000	R2-WALK-UP	11500	C1-WALK-UP	9.3	532000	4-08877-0025	0.1	10.33	3.21	C1-WALK-UP	WOODHAVEN	40.749436300045204	101 16 86 AVENUE	Queens	New York	-73.79729979984586	WOODHAVEN	184-R1	4-09177-7501	1959	0.35	107000	18	34.9	12	353000	40.749436300045204	84 10 101 STREET	Queens	New York	-73.79729979984586	1942	39140	12208	157362	9.83	4-09181-0026	15231	30.7	1938
63	40.749436300045204	90 17 85 ROAD	Queens	New York	-73.79729979984586	WOODHAVEN	1870000	R2-WALK-UP	11500	C1-WALK-UP	9.3	532000	4-08877-0025	0.1	10.33	10.3	C1-WALK-UP	WOODHAVEN	40.749436300045204	101 16 86 AVENUE	Queens	New York	-73.79729979984586	WOODHAVEN	184-R3	4-09177-7501	1959	0.35	107000	18	34.9	12	353000	40.749436300045204	84 10 101 STREET	Queens	New York	-73.79729979984586	1942	554037	53790	157362	34.8	4-09181-0026	15231	30.7	1938
36	40.749436300045204	85 28 118 STREET	Queens	New York	-73.79729979984586	KEW GARDENS	1950003	R4-ELEVATOR	38600	D1-ELEVATOR	9.09	1460000	4-09260-0018	0.15	10.64	12.9	D1-ELEVATOR	KEW GARDENS	40.749436300045204	84 47 118 STREET	Queens	New York	-73.79729979984586	KEW GARDENS	132-R1	4-09231-7501	1928	0.25	350700	41	35.9	41	1160000	40.749436300045204	83 09 LEFFERTS BOULEVARD	Queens	New York	-73.79729979984586	1931	519031	40235	433240	48.5	4-09234-0034	40700	30.1	1939
20	40.749436300045204	144 22 34 AVENUE	Queens	New York	-73.79729979984586	CORONA	826000	R2-WALK-UP	10032	C1-WALK-UP	13.6	600000	4-04995-0024	3.6	12.97	13.5	C1-WALK-UP	KEW GARDENS	40.749436300045204	40 37 97 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	48-R1	4-09245-7501	1982	4.2	136440	16	48.8	14	541000	40.749436300045204	84 62 AUSTIN STREET	Queens	New York	-73.79729979984586	1976	219712	16275	159599	51	4-01606-0052	12304	54	1990
223	40.749436300045204	86 25 VAN WYCK EXPRESSWAY	Queens	New York	-73.79729979984586	BRIARWOOD	12200000	R9-CONDOPS	167400	D3-ELEVATOR	15.76	11800000	4-09644-0001	0.2	16.19	15.25	D1-ELEVATOR	BRIARWOOD	40.749436300045204	141 35 85 ROAD	Queens	New York	-73.79729979984586	BRIARWOOD	215-R1	4-09651-7501	1966	0.2	2637782	252	66	201	10700000	40.749436300045204	85 15 MAIN STREET	Queens	New York	-73.79729979984586	1960	2994418	196355	2899812	62	4-09712-0102	179072	64	1951
20	40.749436300045204	139 21 86 AVENUE	Queens	New York	-73.79729979984586	BRIARWOOD	1130001	R4-ELEVATOR	38394	D1-ELEVATOR	15.83	1080000	4-09710-0094	0.35	13.55	15	C7-WALK-UP	BRIARWOOD	40.749436300045204	84 48 MANTON STREET	Queens	New York	-73.79729979984586	BRIARWOOD	251-R1	4-09668-7501	1990	0.55	607701	30	51	60	2470000	40.749436300045204	135 08 82 AVENUE	Queens	New York	-73.79729979984586	1959	285000	19000	287450	59	4-09651-0061	21220	64	1928
53						BRIARWOOD	6580083	R4-ELEVATOR				5770000		0.5	14.01	0	D1-ELEVATOR	BRIARWOOD	40.749436300045204	82 46 135 STREET	Queens	New York	-73.79729979984586		520-R1	4-09736-7501	2007			126	56			40.749436300045204	143 41 84 DRIVE	Queens	New York	-73.79729979984586		0	29969	1454335	220	4-09660-0030	103842		1951
32	40.749436300045204	27 10 ASTORIA BOULEVARD	Queens	New York	-73.79729979984586	ASTORIA	2999998	R4-ELEVATOR	25920	D7-ELEVATOR	19.9	1080000	4-00573-0046	8	20.8	20.8	D3-ELEVATOR	JAMAICA ESTATES	40.749436300045204	25 16 33 STREET	Queens	New York	-73.79729979984586	ASTORIA	500-R1	4-09937-7501	2006	8.3	515860	11	93	27	2310000	40.749436300045204	178 36 WEXFORD TERRACE	Queens	New York	-73.79729979984586	2004	672193	32317	241197	93	4-00620-0178	11596	89	2004
24	40.749436300045204	86 15 AVA PLACE	Queens	New York	-73.79729979984586	JAMAICA ESTATES	1310001	R4-ELEVATOR	38208	D1-ELEVATOR	17.23	3590000	4-09884-0032	0.15	15.44	16.5	D1-ELEVATOR	JAMAICA ESTATES	40.749436300045204	178 60 WEXFORD TERRACE	Queens	New York	-73.79729979984586	JAMAICA ESTATES	208-R1	4-09944-7501	1986	0.35	658216	73	63	53	2680000	40.749436300045204	180 16 WEXFORD TERRACE	Queens	New York	-73.79729979984586	1963	320892	19448	882995	67	4-09937-0025	57186	70	1956
150	40.749436300045204	34 12 113 STREET	Queens	New York	-73.79729979984586	CORONA	11300003	R4-ELEVATOR	133542	D1-ELEVATOR	10.29	8170000	4-01756-0005	4.85	17.9	14.25	D1-ELEVATOR	HOWARD BEACH	40.749436300045204	55 15 99 STREET	Queens	New York	-73.79729979984586	CORONA	12-R1	4-11417-7502	1967	6	1374147	138	55	132	3880000	40.749436300045204	149 30 88 STREET	Queens	New York	-73.79729979984586	1973	2842077	199444	2659635	57	4-01909-0001	148548	29.1	1961
156						CORONA	11200001	R4-ELEVATOR				3880000		6.1	10.29	14.25	D1-ELEVATOR	HOWARD BEACH	40.749436300045204	34 12 113 STREET	Queens	New York	-73.79729979984586		1-R1	4-11431-7501	0			132	29.1			40.749436300045204	84 39 153 AVENUE	Queens	New York	-73.79729979984586		2831574	198707	1374147	56	4-01756-0005	133542		1973
163						CORONA	11200001	R4-ELEVATOR				3880000		6.1	10.29	14.25	D1-ELEVATOR	HOWARD BEACH	40.749436300045204	34 12 113 STREET	Queens	New York	-73.79729979984586		2-R1	4-11431-7502	0			132	29.1			40.749436300045204	151 15 84 STREET	Queens	New York	-73.79729979984586		2831289	198687	1374147	56	4-01756-0005	133542		1973
95	40.749436300045204	180 BEACH 117 STREET	Queens	New York	-73.79729979984586	CORONA	2660031	R2-WALK-UP	50347	D1-ELEVATOR	9.49	3970000	4-16226-0074	5	17.39	13.5	D1-ELEVATOR	HOWARD BEACH	40.749436300045204	60 15 CALLOWAY STREET	Queens	New York	-73.79729979984586	ROCKAWAY PARK	292-R1	4-11440-7501	1977	6	477601	67	53	61	1570000	40.749436300045204	78 10 153 AVENUE	Queens	New York	-73.79729979984586	1960	707400	52400	1292275	51	4-01956-0029	74300	31.2	1965
